"   ","SHOPID","ACCID","CREDID","FENLUNO","DEBIT","CREDIT","SUBID","BRIEF","ATTRFLAG","READONLY","MEMO","EMPID","DEPID","PROJECTID","BIGAMTID"
"26","8118","1","201901000009","2","0.00","240413.00","406","收政府拨来花椒树苗款、丹参、花椒种植经费","0","F","","0","0","0",""
"27","8118","1","201902000001","1","80480.00","0.00","505","付张村墙体绘画费用","0","F","","0","0","0",""
"28","8118","1","201902000001","2","0.00","80480.00","102","付张村墙体绘画费用","0","F","","0","0","0",""
"29","8118","1","201902000002","1","50000.00","0.00","102","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"30","8118","1","201902000002","2","0.00","50000.00","406","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"31","8118","1","201902000003","1","100000.00","0.00","102","收政府拨来街心花园工程款","0","F","","0","0","0",""
"32","8118","1","201902000003","2","0.00","100000.00","406","收政府拨来街心花园工程款","0","F","","0","0","0",""
"33","8118","1","201902000004","1","100000.00","0.00","155","付街心花园工程款","0","F","","0","0","0",""
"34","8118","1","201902000004","2","0.00","100000.00","102","付街心花园工程款","0","F","","0","0","0",""
"35","8118","1","201903000001","1","39329.60","0.00","102","收2018年1-5月绩效、12月工资、村级经费","0","F","","0","0","0",""
"36","8118","1","201903000001","2","0.00","39329.60","407","收2018年1-5月绩效、12月工资、村级经费","0","F","","0","0","0",""
"37","8118","1","201903000002","1","21829.60","0.00","501001","付2018年1-5月绩效、12月工资","0","F","","0","0","0",""
"38","8118","1","201903000002","2","0.00","21829.60","102","付2018年1-5月绩效、12月工资","0","F","","0","0","0",""
"39","8118","1","201903000003","1","10000.00","0.00","102","收河南崤函电力供应公司转来工农关系补偿款","0","F","","0","0","0",""
"40","8118","1","201903000003","2","0.00","10000.00","403","收河南崤函电力供应公司转来工农关系补偿款","0","F","","0","0","0",""
"41","8118","1","201903000004","1","7500.00","0.00","102","收交来2019年元宵节社火表演赞助费","0","F","","0","0","0",""
"42","8118","1","201903000004","2","0.00","7500.00","403","收交来2019年元宵节社火表演赞助费","0","F","","0","0","0",""
"43","8118","1","201903000005","1","8700.00","0.00","504","付2019年元宵节社火表演费用","0","F","","0","0","0",""
"44","8118","1","201903000005","2","124650.00","0.00","504","付花椒、丹参种植租金","0","F","","0","0","0",""
"45","8118","1","201903000005","3","46500.00","0.00","504","付购买自种花椒苗款","0","F","","0","0","0",""
"46","8118","1","201903000005","4","0.00","179850.00","102","付购买自种花椒苗款、社火表演等","0","F","","0","0","0",""
"47","8118","1","201903000006","1","18760.00","0.00","102","收交来承包地租押金","0","F","","0","0","0",""
"48","8118","1","201903000006","2","0.00","18760.00","403","收交来承包地租押金","0","F","","0","0","0",""
"49","8118","1","201903000007","1","54477.00","0.00","501003","付丹参花椒种植浇地、覆膜、拉苗人工工资","0","F","","0","0","0",""
"50","8118","1","201903000007","2","38610.00","0.00","504","付丹参种植承包费","0","F","","0","0","0",""
"51","8118","1","201903000007","3","0.00","93087.00","102","付丹参种植承包费、花椒丹参种植人工工资","0","F","","0","0","0",""
"52","8118","1","201904000001","1","48500.00","0.00","102","收扶贫开发协会拨来精神文明捐赠资金","0","F","","0","0","0",""
"53","8118","1","201904000001","2","0.00","48500.00","403","收扶贫开发协会拨来精神文明捐赠资金","0","F","","0","0","0",""
"54","8118","1","201905000001","1","18000.00","0.00","505","付文化演出及生活费","0","F","","0","0","0",""
"55","8118","1","201905000001","2","12540.00","0.00","505","付拉戏箱费用、王群木清理垃圾费用","0","F","","0","0","0",""
"56","8118","1","201905000001","3","2720.00","0.00","504","付好媳妇好婆婆奖品","0","F","","0","0","0",""
"57","8118","1","201905000001","4","0.00","33260.00","102","付文化演出、拉戏箱、清理垃圾、好媳妇好婆婆费用","0","F","","0","0","0",""
"58","8118","1","201905000002","1","3000.00","0.00","505","付曹栓军原宅基地款","0","F","","0","0","0",""
"59","8118","1","201905000002","2","0.00","3000.00","102","付曹栓军原宅基地款","0","F","","0","0","0",""
"60","8118","1","201905000003","1","48009.60","0.00","102","收2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"61","8118","1","201905000003","2","0.00","48009.60","406","收2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"62","8118","1","201905000004","1","48009.60","0.00","501001","付2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"63","8118","1","201905000004","2","0.00","48009.60","102","付2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"64","8118","1","201906000001","1","420.00","0.00","102","收政府拨2016年贫困人口医保补贴","0","F","","0","0","0",""
"65","8118","1","201906000001","2","0.00","420.00","406","收政府拨2016年贫困人口医保补贴","0","F","","0","0","0",""
"66","8118","1","201907000001","1","420.00","0.00","504","付2019年贫困医保补助","0","F","","0","0","0",""
"67","8118","1","201907000001","2","0.00","420.00","102","付2019年贫困医保补助","0","F","","0","0","0",""
"68","8118","1","201907000002","1","330.00","0.00","505","付濮阳培训费用","0","F","","0","0","0",""
"69","8118","1","201907000002","2","990.00","0.00","501007","付文化广场购买音箱一个费用","0","F","","0","0","0",""
"70","8118","1","201907000002","3","320.00","0.00","505","付化肥卸车费用、打扫卫生、手续费","0","F","","0","0","0",""
"71","8118","1","201907000002","4","693.00","0.00","505","付文化演出接电、安装电料费用","0","F","","0","0","0",""
"72","8118","1","201907000002","5","0.00","2333.00","102","付文化演出接电、安装电料费用、培训","0","F","","0","0","0",""
"73","8118","1","201907000003","1","2000.00","0.00","102","收交来杨光军文化演出赞助费","0","F","","0","0","0",""
"74","8118","1","201907000003","2","0.00","2000.00","403","收交来杨光军文化演出赞助费","0","F","","0","0","0",""
"75","8118","1","201907000004","1","10000.00","0.00","102","收交来508线修路房租截止到2019年12月","0","F","","0","0","0",""
"76","8118","1","201907000004","2","0.00","10000.00","403","收交来508线修路房租截止到2019年12月","0","F","","0","0","0",""
"77","8118","1","201907000005","1","13622.00","0.00","102","收交来崤涵架线赔青款","0","F","","0","0","0",""
"78","8118","1","201907000005","2","0.00","13622.00","403","收交来崤涵架线赔青款","0","F","","0","0","0",""
"79","8118","1","201907000006","1","100000.00","0.00","102","收政府拨来烘干车间工程款","0","F","","0","0","0",""
"80","8118","1","201907000006","2","0.00","100000.00","406","收政府拨来烘干车间工程款","0","F","","0","0","0",""
"81","8118","1","201907000007","1","22560.00","0.00","102","收政府拨来2018年1月至8月环境整治资金","0","F","","0","0","0",""
"82","8118","1","201907000007","2","0.00","22560.00","406","收政府拨来2018年1月至8月环境整治资金","0","F","","0","0","0",""
"83","8118","1","201907000008","1","3000.00","0.00","102","收李令卫粮店费用","0","F","","0","0","0",""
"84","8118","1","201907000008","2","0.00","3000.00","403","收李令卫粮店费用","0","F","","0","0","0",""
"85","8118","1","201908000002","1","5017.00","0.00","504","付2019年春节七十岁以上老人福利","0","F","","0","0","0",""
"86","8118","1","201908000002","2","3470.00","0.00","505","付大棚种植购水泵及电料","0","F","","0","0","0",""
"87","8118","1","201908000002","3","6094.60","0.00","504","付崤涵架电线赔偿及产业种植租金","0","F","","0","0","0",""
"88","8118","1","201908000002","4","0.00","14581.60","102","付崤涵架电线赔偿及产业种植租金、以上老人福利","0","F","","0","0","0",""
"89","8118","1","201908000003","1","296000.00","0.00","505","付烘干车间工程款","0","F","","0","0","0",""
"90","8118","1","201908000003","2","0.00","100000.00","102","付烘干车间工程款","0","F","","0","0","0",""
"91","8118","1","201908000003","3","0.00","196000.00","232","付烘干车间工程款","0","F","","0","0","0",""
"92","8118","1","201908000004","1","80000.00","0.00","505","付2018年环境整治款","0","F","","0","0","0",""
"93","8118","1","201908000004","2","0.00","50000.00","102","付2018年环境整治款","0","F","","0","0","0",""
"94","8118","1","201908000004","3","0.00","30000.00","232","付2018年环境整治款","0","F","","0","0","0",""
"95","8118","1","201908000005","1","20000.00","0.00","102","收第一、二季度关爱基金、村级经费","0","F","","0","0","0",""
"96","8118","1","201908000005","2","0.00","20000.00","407","收第一、二季度关爱基金、村级经费","0","F","","0","0","0",""
"97","8118","1","201909000001","1","19700.00","0.00","102","收政府拨来购买切片机费用","0","F","","0","0","0",""
"98","8118","1","201909000001","2","0.00","19700.00","406","收政府拨来购买切片机费用","0","F","","0","0","0",""
"99","8118","1","201909000002","1","19700.00","0.00","501007","付村购买切片机款","0","F","","0","0","0",""
"100","8118","1","201909000002","2","2672.00","0.00","501005","付村购买切片机出差费","0","F","","0","0","0",""
"101","8118","1","201909000002","3","4400.00","0.00","504","付2019年1-2季度困难基金","0","F","","0","0","0",""
"102","8118","1","201909000002","4","0.00","26772.00","102","付2019年1-2季度困难基金、切片机费用","0","F","","0","0","0",""
"103","8131","1","201901000001","1","19059.74","0.00","501012","付杜家水站、村电费","0","F","","0","0","0",""
"104","8131","1","201901000001","2","0.00","19059.74","102","付杜家水站、村电费","0","F","","0","0","0",""
"105","8131","1","201901000002","1","900.00","0.00","501009","付购买购买稿纸","0","F","","0","0","0",""
"106","8131","1","201901000002","2","3637.00","0.00","505","付购路由器、高清摄像机等费用","0","F","","0","0","0",""
"107","8131","1","201901000002","3","13302.00","0.00","501007","付购电脑、打印机费用、办公椅、文件柜","0","F","","0","0","0",""
"108","8131","1","201901000002","4","0.00","17839.00","102","付购电脑、打印机费用、办公椅、文件柜","0","F","","0","0","0",""
"109","8131","1","201901000003","1","800.00","0.00","501004","付报刊费","0","F","","0","0","0",""
"110","8131","1","201901000003","2","0.00","800.00","102","付报刊费","0","F","","0","0","0",""
"111","8131","1","201901000004","1","5384.00","0.00","501009","付打印复印费","0","F","","0","0","0",""
"112","8131","1","201901000004","2","43113.00","0.00","505","付508道路丹参补偿款","0","F","","0","0","0",""
"113","8131","1","201901000004","3","8880.00","0.00","505","付租给高桥土地农户租金","0","F","","0","0","0",""
"114","8131","1","201901000004","4","50000.00","0.00","505","付农业生态治理项目复耕款","0","F","","0","0","0",""
"115","8131","1","201901000004","5","0.00","107377.00","102","付农业生态治理项目复耕款等","0","F","","0","0","0",""
"116","8131","1","201901000005","1","11740.00","0.00","504","付困难群众关爱基金","0","F","","0","0","0",""
"117","8131","1","201901000005","2","0.00","11740.00","102","付困难群众关爱基金","0","F","","0","0","0",""
"118","8131","1","201901000006","1","200000.00","0.00","505","付村集体经济发展农副产品加工厂工程款（伟业）","0","F","","0","0","0",""
"119","8131","1","201901000006","2","150000.00","0.00","505","付村集体经济发展农副产品加工厂工程款（浚洲）","0","F","","0","0","0",""
"120","8131","1","201901000006","3","0.00","350000.00","102","付村集体经济发展农副产品加工厂工程款（伟业）（浚洲）","0","F","","0","0","0",""
"121","8131","1","201901000007","1","215874.00","0.00","102","收政府拨来花椒树苗、丹参种植、产业发展地租款","0","F","","0","0","0",""
"122","8131","1","201901000007","2","0.00","215874.00","406","收政府拨来花椒树苗、丹参种植、产业发展地租款","0","F","","0","0","0",""
"123","8131","1","201902000001","1","114992.00","0.00","505","付2018年土地流转287.48亩费用","0","F","","0","0","0",""
"124","8131","1","201902000001","2","0.00","114992.00","102","付2018年土地流转287.48亩费用","0","F","","0","0","0",""
"125","8131","1","201902000002","1","51106.00","0.00","504","付丹参花椒种植人工工资及各项杂工","0","F","","0","0","0",""
"126","8131","1","201902000002","2","0.00","51106.00","102","付丹参花椒种植人工工资及各项杂工","0","F","","0","0","0",""
"127","8131","1","201902000003","1","34535.00","0.00","501003","付2018年丹参管理人员工资","0","F","","0","0","0",""
"128","8131","1","201902000003","2","0.00","34535.00","102","付2018年丹参管理人员工资","0","F","","0","0","0",""
"129","8131","1","201902000004","1","75176.00","0.00","102","收土地流转地租","0","F","","0","0","0",""
"130","8131","1","201902000004","2","0.00","75176.00","406","收土地流转地租","0","F","","0","0","0",""
"131","8131","1","201902000005","1","50000.00","0.00","102","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"132","8131","1","201902000005","2","0.00","50000.00","406","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"133","8131","1","201902000006","1","100000.00","0.00","102","收政府拨来杜家村民俗服务中心工程款","0","F","","0","0","0",""
"134","8131","1","201902000006","2","0.00","100000.00","406","收政府拨来杜家村民俗服务中心工程款","0","F","","0","0","0",""
"135","8131","1","201902000007","1","100000.00","0.00","505","付杜家村民俗服务中心工程款","0","F","","0","0","0",""
"136","8131","1","201902000007","2","0.00","100000.00","102","付杜家村民俗服务中心工程款","0","F","","0","0","0",""
"137","8131","1","201902000008","1","67050.00","0.00","102","收政府拨来生态治理项目租地款","0","F","","0","0","0",""
"138","8131","1","201902000008","2","0.00","67050.00","406","收政府拨来生态治理项目租地款","0","F","","0","0","0",""
"139","8131","1","201902000009","1","55048.00","0.00","102","收政府拨来大棚建设占地及费用款","0","F","","0","0","0",""
"140","8131","1","201902000009","2","0.00","55048.00","406","收政府拨来大棚建设占地及费用款","0","F","","0","0","0",""
"141","8131","1","201902000010","1","10800.00","0.00","102","收政府拨来组长工资","0","F","","0","0","0",""
"142","8131","1","201902000010","2","0.00","10800.00","406","收政府拨来组长工资","0","F","","0","0","0",""
"143","8131","1","201903000001","1","39280.00","0.00","102","收2018年1-5月绩效、12月工资、村级经费","0","F","","0","0","0",""
"144","8131","1","201903000001","2","0.00","39280.00","407","收2018年1-5月绩效、12月工资、村级经费","0","F","","0","0","0",""
"145","8131","1","201903000002","1","21780.00","0.00","501001","付2018年1-5月绩效、12月工资","0","F","","0","0","0",""
"146","8131","1","201903000002","2","0.00","21780.00","102","付2018年1-5月绩效、12月工资","0","F","","0","0","0",""
"147","8131","1","201903000003","1","8400.00","0.00","501003","付2017年组长工资","0","F","","0","0","0",""
"148","8131","1","201903000003","2","56105.00","0.00","505","付2018年大棚二次租地款","0","F","","0","0","0",""
"149","8131","1","201903000003","3","67556.00","0.00","505","付五组土地流转租地款","0","F","","0","0","0",""
"150","8131","1","201903000003","4","64899.00","0.00","505","付生态治理项目租地款","0","F","","0","0","0",""
"151","8131","1","201903000003","5","0.00","196960.00","102","付生态治理项目租地款、大棚二次租地、流转租地款","0","F","","0","0","0",""
"152","8131","1","201903000004","1","5000.00","0.00","504","付农副产品加工厂工程设计费用","0","F","","0","0","0",""
"153","8131","1","201903000004","2","0.00","5000.00","102","付农副产品加工厂工程设计费用","0","F","","0","0","0",""
"154","8131","1","201904000001","1","13800.00","0.00","102","收政府拨来2018年1-6月西游园工资","0","F","","0","0","0",""
"155","8131","1","201904000001","2","16570.00","0.00","102","收政府拨来打扫卫生垫路款","0","F","","0","0","0",""
"156","8131","1","201904000001","3","0.00","30370.00","406","收政府拨来打扫卫生垫路款、西游园工资","0","F","","0","0","0",""
"157","8131","1","201904000002","1","13800.00","0.00","501003","付2018年1-6月西游园人工工资","0","F","","0","0","0",""
"158","8131","1","201904000002","2","16570.00","0.00","505","付村内打扫卫生垫路款","0","F","","0","0","0",""
"159","8131","1","201904000002","3","0.00","30370.00","102","付村内打扫卫生垫路款、西游园工资","0","F","","0","0","0",""
"160","8131","1","201904000003","1","9364.00","0.00","505","付五组土地流转新增户补偿","0","F","","0","0","0",""
"161","8131","1","201904000003","2","68000.00","0.00","504","杜家村庙会唱戏费用","0","F","","0","0","0",""
"162","8131","1","201904000003","3","6300.00","0.00","504","文明活动购买奖品费用","0","F","","0","0","0",""
"163","8131","1","201904000003","4","0.00","83664.00","102","文明活动购买奖品费用、唱戏、土地流转新增户","0","F","","0","0","0",""
"164","8131","1","201904000004","1","11550.00","0.00","102","收政府拨来脱贫攻坚制作门牌款","0","F","","0","0","0",""
"165","8131","1","201904000004","2","0.00","11550.00","406","收政府拨来脱贫攻坚制作门牌款","0","F","","0","0","0",""
"166","8131","1","201905000001","1","200.00","0.00","102","收拨来附属物补助费用","0","F","","0","0","0",""
"167","8131","1","201905000001","2","0.00","200.00","403","收拨来附属物补助费用","0","F","","0","0","0",""
"168","8131","1","201905000002","1","600000.00","0.00","102","收财政局拨来2014年杜家美丽乡村质保金","0","F","","0","0","0",""
"169","8131","1","201905000002","2","330000.00","0.00","102","收财政局拨来2014年杜家美丽乡村质保金","0","F","","0","0","0",""
"170","8131","1","201905000002","3","0.00","930000.00","408","收财政局拨来2014年杜家美丽乡村质保金","0","F","","0","0","0",""
"171","8131","1","201905000003","1","46279.80","0.00","102","收2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"172","8131","1","201905000003","2","0.00","46279.80","407","收2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"173","8131","1","201905000004","1","46279.80","0.00","501001","付2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"174","8131","1","201905000004","2","0.00","46279.80","102","付2018年6-12月绩效2019年1-3月村干部工资","0","F","","0","0","0",""
"175","8131","1","201906000001","1","200000.00","0.00","507","付美丽乡村一期二标工程款","0","F","","0","0","0",""
"176","8131","1","201906000001","2","0.00","200000.00","102","付美丽乡村一期二标工程款","0","F","","0","0","0",""
"177","8131","1","201906000002","1","870.00","0.00","102","收政府拨2016年贫困人口医保补贴","0","F","","0","0","0",""
"178","8131","1","201906000002","2","0.00","870.00","406","收政府拨2016年贫困人口医保补贴","0","F","","0","0","0",""
"179","8131","1","201907000001","1","45670.00","0.00","102","收交来大棚承包款","0","F","","0","0","0",""
"180","8131","1","201907000001","2","0.00","45670.00","403","收交来大棚承包款","0","F","","0","0","0",""
"181","8131","1","201907000002","1","50000.00","0.00","504","付2018年12月份村内实施“一户一宅拆除工程机械费”","0","F","","0","0","0",""
"182","8131","1","201907000002","2","0.00","50000.00","102","付2018年12月份村内实施“一户一宅拆除工程机械费”","0","F","","0","0","0",""
"183","8131","1","201907000003","1","870.00","0.00","504","付2019年贫困户医保补贴","0","F","","0","0","0",""
"184","8131","1","201907000003","2","0.00","870.00","102","付2019年贫困户医保补贴","0","F","","0","0","0",""
"185","8131","1","201907000004","1","25587.00","0.00","102","收政府拨来2018年1至8月环境整治奖补资金","0","F","","0","0","0",""
"186","8131","1","201907000004","2","0.00","25587.00","406","收政府拨来2018年1至8月环境整治奖补资金","0","F","","0","0","0",""
"187","8131","1","201907000005","1","13800.00","0.00","102","收政府拨来西游园园艺工工资","0","F","","0","0","0",""
"188","8131","1","201907000005","2","0.00","13800.00","406","收政府拨来西游园园艺工工资","0","F","","0","0","0",""
"189","8131","1","201907000006","1","12000.00","0.00","102","收政府拨来聘用党建工作人员工资","0","F","","0","0","0",""
"190","8131","1","201907000006","2","0.00","12000.00","406","收政府拨来聘用党建工作人员工资","0","F","","0","0","0",""
"191","8131","1","201907000007","1","2620.00","0.00","102","收政府拨来省检查环境整治费用","0","F","","0","0","0",""
"192","8131","1","201907000007","2","0.00","2620.00","406","收政府拨来省检查环境整治费用","0","F","","0","0","0",""
"193","8131","1","201907000008","1","20000.00","0.00","102","收政府拨来2018年尚华农业道路两旁除草费用","0","F","","0","0","0",""
"194","8131","1","201907000008","2","0.00","20000.00","406","收政府拨来2018年尚华农业道路两旁除草费用","0","F","","0","0","0",""
"195","8131","1","201908000001","1","88350.64","0.00","505","付农副产品加工厂加工车间费用","0","F","","0","0","0",""
"196","8131","1","201908000001","2","2000.00","0.00","505","付农副产品加工厂加工车间审计费","0","F","","0","0","0",""
"197","8131","1","201908000001","3","0.00","90350.64","102","付农副产品加工厂加工车间审计费","0","F","","0","0","0",""
"198","8131","1","201908000002","1","31230.21","0.00","505","付农副产品加工厂室外工程款","0","F","","0","0","0",""
"199","8131","1","201908000002","2","2000.00","0.00","505","付农副产品加工厂室外工程款审计费","0","F","","0","0","0",""
"200","8131","1","201908000002","3","0.00","33230.21","102","付农副产品加工厂室外工程款审计费","0","F","","0","0","0",""
"201","8131","1","201908000003","1","423321.61","0.00","507","付杜家美丽乡村一标工程尾款","0","F","","0","0","0",""
"202","8131","1","201908000003","2","0.00","423321.61","102","付杜家美丽乡村一标工程尾款","0","F","","0","0","0",""
"203","8131","1","201908000004","1","20000.00","0.00","102","收拨来一二季度关爱基金、村级经费","0","F","","0","0","0",""
"204","8131","1","201908000004","2","0.00","20000.00","407","收拨来一二季度关爱基金、村级经费","0","F","","0","0","0",""
"205","8131","1","201908000005","1","259500.00","0.00","505","付农副产品加工厂供电项目预付款","0","F","","0","0","0",""
"206","8131","1","201908000005","2","0.00","77850.00","102","付农副产品加工厂供电项目预付款","0","F","","0","0","0",""
"207","8131","1","201908000005","3","0.00","181650.00","232","付农副产品加工厂供电项目预付款","0","F","","0","0","0",""
"208","8131","1","201909000001","1","90718.30","0.00","102","收政府拨生态治理项目租地及附属物赔偿款","0","F","","0","0","0",""
"209","8131","1","201909000001","2","72782.70","0.00","102","收政府拨生态治理项目租地及附属物赔偿款","0","F","","0","0","0",""
"210","8131","1","201909000001","3","0.00","163501.00","406","收政府拨生态治理项目租地及附属物赔偿款","0","F","","0","0","0",""
"211","8131","1","201909000002","1","55345.00","0.00","102","收政府拨公路扩宽及附属物地租赔偿款","0","F","","0","0","0",""
"212","8131","1","201909000002","2","0.00","55345.00","406","收政府拨公路扩宽及附属物地租赔偿款","0","F","","0","0","0",""
"213","8131","1","201909000003","1","5540.00","0.00","505","付村舞蹈队购买服装道具款","0","F","","0","0","0",""
"214","8131","1","201909000003","2","2620.00","0.00","501003","付2019年2月省检查打扫卫生工资","0","F","","0","0","0",""
"215","8131","1","201909000003","3","45800.00","0.00","501003","付尚华道路管理及西游园下半年工资、党建人员工资","0","F","","0","0","0",""
"216","8131","1","201909000003","4","11550.00","0.00","504","2017年12月制作精准扶贫门牌","0","F","","0","0","0",""
"217","8131","1","201909000003","5","0.00","65510.00","102","2017年12月制作精准扶贫门牌、服装道具等","0","F","","0","0","0",""
"218","8131","1","201909000004","1","129750.00","0.00","505","付农副产品加工厂架电工程款","0","F","","0","0","0",""
"219","8131","1","201909000004","2","0.00","129750.00","102","付农副产品加工厂架电工程款","0","F","","0","0","0",""
"220","8131","1","201909000005","1","306678.39","0.00","507","付杜家美丽乡村一期二标工程款（李保均）","0","F","","0","0","0",""
"221","8131","1","201909000005","2","0.00","306678.39","102","付杜家美丽乡村一期二标工程款（李保均）","0","F","","0","0","0",""
"222","8142","1","201901000001","1","470000.00","0.00","505","付产业发展资金（幸福苑合作社）","0","F","","0","0","0",""
"223","8142","1","201901000001","2","0.00","470000.00","102","付产业发展资金（幸福苑合作社）","0","F","","0","0","0",""
"224","8142","1","201901000003","1","270000.00","0.00","102","收财政局拨来美丽乡村二标段工程款","0","F","","0","0","0",""
"225","8142","1","201901000003","2","0.00","270000.00","408","收财政局拨来美丽乡村二标段工程款","0","F","","0","0","0",""
"226","8142","1","201901000004","1","270000.00","0.00","507","付美丽乡村二标段工程款","0","F","","0","0","0",""
"227","8142","1","201901000004","2","0.00","270000.00","102","付美丽乡村二标段工程款","0","F","","0","0","0",""
"228","8142","1","201901000005","1","47543.00","0.00","505","付旧戏台整修工程款","0","F","","0","0","0",""
"229","8142","1","201901000005","2","2747.00","0.00","501009","付村购买办公用品、电料、测量仪器、用水、照相费用","0","F","","0","0","0",""
"230","8142","1","201901000005","3","305.02","0.00","501012","付村电费","0","F","","0","0","0",""
"231","8142","1","201901000005","4","5768.00","0.00","501007","付购买空调费用","0","F","","0","0","0",""
"232","8142","1","201901000005","5","0.00","56363.02","102","付购买空调费用、办公用品、村电费等","0","F","","0","0","0",""
"233","8142","1","201901000006","1","19900.00","0.00","501003","付村组长工资、应聘干部工资","0","F","","0","0","0",""
"234","8142","1","201901000006","2","23904.00","0.00","505","付新农村建设修路占地及附属物补偿款","0","F","","0","0","0",""
"235","8142","1","201901000006","3","0.00","43804.00","102","付新农村建设修路占地及附属物补偿款","0","F","","0","0","0",""
"236","8142","1","201901000007","1","72970.00","0.00","102","收政府拨来花椒丹参种植、花椒树苗款","0","F","","0","0","0",""
"237","8142","1","201901000007","2","0.00","72970.00","406","收政府拨来花椒丹参种植、花椒树苗款","0","F","","0","0","0",""
"238","8142","1","201902000001","1","72970.00","0.00","504","付幸福苑合作社产业发展资金","0","F","","0","0","0",""
"239","8142","1","201902000001","2","0.00","72970.00","102","付幸福苑合作社产业发展资金","0","F","","0","0","0",""
"240","8142","1","201902000002","1","150000.00","0.00","102","收政府拨来产业发展资金","0","F","","0","0","0",""
"241","8142","1","201902000002","2","0.00","150000.00","406","收政府拨来产业发展资金","0","F","","0","0","0",""
"242","8142","1","201902000003","1","50000.00","0.00","102","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"243","8142","1","201902000003","2","0.00","50000.00","406","收政府拨来农村环境整治奖补资金","0","F","","0","0","0",""
"244","8142","1","201902000004","1","150000.00","0.00","505","付幸福苑合作社产业发展资金","0","F","","0","0","0",""
"245","8142","1","201902000004","2","0.00","150000.00","102","付幸福苑合作社产业发展资金","0","F","","0","0","0",""
"246","8142","1","201902000005","1","200000.00","0.00","505","付河南庄道路硬化款","0","F","","0","0","0",""
"247","8142","1","201902000005","2","0.00","200000.00","102","付河南庄道路硬化款","0","F","","0","0","0",""
